Id_hecho,Nro_victimas,Fecha,Anio,Mes,Dia,Hora,Lugar_hecho,Tipo_calle,Calle,Cruce,Comuna,Long_x,Lat_y,Participantes,Victima,Acusado,Rol,Sexo,Edad,Fecha_fallecimiento,Franja_horaria
2017-0159,1,2017-12-20,2017,Diciembre,20,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Con_cruce,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2017-12-20,Madrugada
2017-0160,1,2017-12-22,2017,Diciembre,22,13,AV. NAZCA 365,AVENIDA,NAZCA AV.,Sin_cruce,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,2017-12-22,Tarde
2017-0161,1,2017-12-26,2017,Diciembre,26,15,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.",Sin_cruce,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,30,2017-12-26,Tarde
2018-0001,1,2018-01-01,2018,Enero,1,22,SAN JUAN AV. Y RINCÓN,AVENIDA,SAN JUAN AV.,Con_cruce,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,83,2018-01-02,Noche
2018-0002,1,2018-01-03,2018,Enero,3,16,PERU 937,CALLE,PERU,Sin_cruce,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,26,2018-01-03,Tarde
2018-0003,1,2018-01-05,2018,Enero,5,10,"PUEYRREDON, HONORIO, DR. AV. Y GALICIA",AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",Con_cruce,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,58,2018-01-05,Mañana
2018-0004,1,2018-01-09,2018,Enero,9,9,DEL LIBERTADOR AV. Y MANZANARES,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,39,2018-01-09,Mañana
2018-0005,1,2018-01-09,2018,Enero,9,22,PASEO COLON AV. 1019,AVENIDA,PASEO COLON AV.,Sin_cruce,1,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,54,2018-01-09,Noche
2018-0006,1,2018-01-10,2018,Enero,10,21,VALLE Y BARCO CENTENERA DEL,CALLE,VALLE,Con_cruce,6,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,45,2018-01-10,Noche
2018-0007,1,2018-01-11,2018,Enero,11,2,AU PERITO MORENO  KM 0.6,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin_cruce,9,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46,2018-01-11,Madrugada
2018-0008,1,2018-01-12,2018,Enero,12,17,"HUERGO, ING. AV. E INDEPENDENCIA AV.",AVENIDA,"HUERGO, ING. AV.",Con_cruce,1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,32,2018-01-12,Tarde
2018-0009,1,2018-01-14,2018,Enero,14,2,"PILCOMAYO Y BROWN, ALTE. AV.",AVENIDA,PILCOMAYO,Con_cruce,4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,19,2018-01-14,Madrugada
2018-0010,1,2018-01-18,2018,Enero,18,5,"CERVANTES Y BELAUSTEGUI, LUIS, DR.",CALLE,CERVANTES,Con_cruce,10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,40,2018-01-18,Madrugada
2018-0011,1,2018-01-19,2018,Enero,19,10,CALLAO Y VTE. LOPEZ,AVENIDA,CALLAO AV.,Con_cruce,2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,2018-01-19,Mañana
2018-0012,1,2018-01-26,2018,Enero,26,13,"OLIDEN Y CHILAVERT, MARTINIANO, CORONEL",CALLE,OLIDEN,Con_cruce,8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,2018-01-26,Tarde
2018-0013,1,2018-01-28,2018,Enero,28,8,CONGRESO AV. Y GALVAN,AVENIDA,CONGRESO AV.,Con_cruce,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,44,2018-01-28,Mañana
2018-0014,1,2018-01-31,2018,Enero,31,20,"MORENO, PERITO AV. Y RIVERA INDARTE",AVENIDA,"MORENO, PERITO AV.",Con_cruce,7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,42,2018-02-04,Noche
2018-0015,2,2018-02-06,2018,Febrero,6,1,AUSTRALIA AV. 2800,AVENIDA,AUSTRALIA AV.,Sin_cruce,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,2018-02-06,Madrugada
2018-0015,2,2018-02-06,2018,Febrero,6,1,AUSTRALIA AV. 2800,AVENIDA,AUSTRALIA AV.,Sin_cruce,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19,2018-02-06,Madrugada
2018-0016,1,2018-02-15,2018,Febrero,15,10,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,Con_cruce,1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2018-02-15,Mañana
2018-0017,1,2018-02-17,2018,Febrero,17,4,SAN PEDRITO AV. Y RIVADAVIA AV.,AVENIDA,SAN PEDRITO AV.,Con_cruce,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,2018-02-20,Madrugada
2018-0018,1,2018-02-17,2018,Febrero,17,7,"ISABEL LA CATOLICA Y SALVADORES, CNEL.",CALLE,ISABEL LA CATOLICA,Con_cruce,4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2018-02-17,Mañana
2018-0019,1,2018-02-17,2018,Febrero,17,12,LAS HERAS GENERAL AV. Y CALLAO AV.,AVENIDA,LAS HERAS GENERAL AV.,Con_cruce,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,80,2018-02-17,Tarde
2018-0020,1,2018-02-19,2018,Febrero,19,22,FERNANDEZ DE LA CRUZ SUBIDA AU HÉCTOR J. CÁMPORA,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,Sin_cruce,8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2018-02-19,Noche
2018-0021,1,2018-02-22,2018,Febrero,22,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,"ALCORTA, AMANCIO AV.",Con_cruce,4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62,2018-02-22,Mañana
2018-0022,1,2018-02-24,2018,Febrero,24,0,"MONTES DE OCA, MANUEL Y OLAVARRIA",AVENIDA,"MONTES DE OCA, MANUEL AV.",Con_cruce,4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,2018-02-24,Madrugada
2018-0023,1,2018-02-24,2018,Febrero,24,6,BARCO CENTENERA DEL Y ROSARIO,CALLE,BARCO CENTENERA DEL,Con_cruce,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28,2018-02-24,Mañana
2018-0024,1,2018-02-28,2018,Febrero,28,23,ALVAREZ THOMAS AV. Y DONADO,AVENIDA,ALVAREZ THOMAS AV.,Con_cruce,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70,2018-02-28,Noche
2018-0025,1,2018-03-04,2018,Marzo,4,22,AV. AVELLANEDA Y AV. BOYACÁ,AVENIDA,AVELLANEDA AV.,Con_cruce,7,-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,70,2018-03-05,Noche
2018-0026,2,2018-03-09,2018,Marzo,9,4,"RABANAL, FRANCISCO, INTENDENTE AV. Y SAENZ AV.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Con_cruce,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24,2018-03-09,Madrugada
2018-0026,2,2018-03-09,2018,Marzo,9,4,"RABANAL, FRANCISCO, INTENDENTE AV. Y SAENZ AV.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Con_cruce,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2018-03-09,Madrugada
2018-0027,1,2018-03-11,2018,Marzo,11,23,CASTRO Y RONDEAU,CALLE,CASTRO,Con_cruce,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74,2018-03-11,Noche
2018-0028,1,2018-03-13,2018,Marzo,13,15,"BILBAO, FRANCISCO AV. Y AZUL",AVENIDA,"BILBAO, FRANCISCO AV.",Con_cruce,9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,71,2018-03-13,Tarde
2018-0029,1,2018-03-15,2018,Marzo,15,18,NAZCA AV. Y GAONA AV.,AVENIDA,NAZCA AV.,Con_cruce,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26,2018-03-15,Noche
2018-0030,1,2018-03-20,2018,Marzo,20,1,PLAZA Y ALVAREZ THOMAS AV.,AVENIDA,PLAZA,Con_cruce,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,24,2018-03-20,Madrugada
2018-0031,1,2018-03-28,2018,Marzo,28,10,"GAONA AV. Y ARTIGAS, JOSE GERVASIO, GRAL.",AVENIDA,GAONA AV.,Con_cruce,11,-58.46909362,-34.61779710,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2018-03-28,Mañana
2018-0032,1,2018-04-02,2018,Abril,2,13,CABILDO AV. Y AGUILAR,AVENIDA,CABILDO AV.,Con_cruce,13,-58.44704343,-34.56888640,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,70,2018-04-02,Tarde
2018-0033,1,2018-04-07,2018,Abril,7,7,CAMARONES Y LOPE DE VEGA AV.,AVENIDA,CAMARONES,Con_cruce,10,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,42,2018-04-10,Mañana
2018-0034,1,2018-04-11,2018,Abril,11,18,SANTA FE AV. 2320,AVENIDA,SANTA FE AV.,Sin_cruce,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24,2018-04-11,Noche
2018-0035,1,2018-04-12,2018,Abril,12,16,AV. RIVADAVIA 6950,AVENIDA,RIVADAVIA AV.,Sin_cruce,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,2018-04-12,Tarde
2018-0036,1,2018-04-13,2018,Abril,13,23,AV. SAN MARTÍN Y ARGERICH,AVENIDA,SAN MARTIN AV.,Con_cruce,15,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,2018-04-15,Noche
2018-0037,1,2018-04-18,2018,Abril,18,18,"CORDOBA AV. Y URIBURU JOSE E., PRES.",AVENIDA,CORDOBA AV.,Con_cruce,2,-58.39872610,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,84,2018-04-19,Noche
2018-0038,2,2018-04-20,2018,Abril,20,17,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,Sin_cruce,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,59,2018-04-20,Tarde
2018-0038,2,2018-04-20,2018,Abril,20,17,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,Sin_cruce,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,61,2018-04-20,Tarde
2018-0040,1,2018-04-27,2018,Abril,27,11,RAMON FREIRE Y VIRREY OLAGUER Y FELIU,CALLE,"FREIRE, RAMON, CAP. GRAL.",Con_cruce,13,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,42,2018-04-27,Mañana
2018-0041,1,2018-04-27,2018,Abril,27,13,"LA PLATA AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",AVENIDA,LA PLATA AV.,Con_cruce,4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,78,2018-04-27,Tarde
2018-0042,1,2018-04-27,2018,Abril,27,18,BRANDSEN Y PERDRIEL,CALLE,BRANDSEN,Con_cruce,4,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27,Noche
2018-0043,1,2018-04-28,2018,Abril,28,6,"VILARDEBO, TEODORO Y ALVAREZ JONTE AV.",AVENIDA,"VILARDEBO, TEODORO",Con_cruce,11,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,25,2018-04-29,Mañana
2018-0044,1,2018-04-28,2018,Abril,28,9,ALBERTI E INDEPENDENCIA AV.,AVENIDA,ALBERTI,Con_cruce,3,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50,2018-04-28,Mañana
2018-0045,1,2018-04-30,2018,Abril,30,7,ALVAREZ THOMAS AV. 879,AVENIDA,ALVAREZ THOMAS AV.,Sin_cruce,13,-58.45448963,-34.57916920,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,2018-04-30,Mañana
2018-0046,1,2018-05-02,2018,Mayo,2,3,AV. GRAL. PAZ Y AV. RIVADAVIA,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,9,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,11,2018-05-02,Madrugada
2018-0047,1,2018-05-08,2018,Mayo,8,19,AV. CORRIENTES Y AV. DORREGO,AVENIDA,CORRIENTES AV.,Con_cruce,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82,2018-05-09,Noche
2018-0048,1,2018-05-09,2018,Mayo,9,10,RIVADAVIA AV. Y PEDERNERA,AVENIDA,RIVADAVIA AV.,Con_cruce,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57,2018-05-16,Mañana
2018-0049,1,2018-05-11,2018,Mayo,11,19,QUESADA 2300,CALLE,QUESADA,Sin_cruce,13,-58.46213220,-34.55395823,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,40,2018-05-13,Noche
2018-0050,1,2018-05-14,2018,Mayo,14,18,CABILDO AV. Y JURAMENTO AV.,AVENIDA,CABILDO AV.,Con_cruce,13,-58.45669422,-34.56203610,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,2018-05-24,Noche
2018-0051,1,2018-05-15,2018,Mayo,15,21,"CALIFORNIA Y CARBONARI, FRANCISCO, CMTE.",CALLE,CALIFORNIA,Con_cruce,4,-58.35977160,-34.64341878,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57,2018-05-15,Noche
2018-0052,1,2018-05-18,2018,Mayo,18,20,"CARRIL, SALVADOR MARIA DEL AV. Y NAZCA",AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",Con_cruce,15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,78,2018-05-19,Noche
2018-0053,1,2018-05-20,2018,Mayo,20,2,SAN LUIS Y AGUERO,CALLE,SAN LUIS,Con_cruce,3,-58.41059280,-34.59939180,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2018-05-20,Madrugada
2018-0054,1,2018-05-22,2018,Mayo,22,11,LUGONES 2430,CALLE,LUGONES,Sin_cruce,12,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,86,2018-05-25,Mañana
2018-0055,1,2018-05-29,2018,Mayo,29,7,INDEPENDENCIA AV. Y JUJUY AV.,AVENIDA,INDEPENDENCIA AV.,Con_cruce,3,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2018-05-29,Mañana
2018-0056,1,2018-06-02,2018,Junio,2,13,AV. RIVADAVIA 11050,AVENIDA,RIVADAVIA AV.,Sin_cruce,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,69,2018-06-04,Tarde
2018-0057,1,2018-06-03,2018,Junio,3,3,COMBATE DE LOS POZOS Y HUMBERTO 1°,CALLE,COMBATE DE LOS POZOS,Con_cruce,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2018-06-04,Madrugada
2018-0058,1,2018-06-03,2018,Junio,3,6,CORDOBA AV. Y THAMES,AVENIDA,CORDOBA AV.,Con_cruce,15,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26,2018-06-13,Mañana
2018-0059,1,2018-06-08,2018,Junio,8,6,"GARAY, JUAN DE AV. Y SANCHEZ DE LORIA",AVENIDA,"GARAY, JUAN DE AV.",Con_cruce,5,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,MASCULINO,54,2018-06-08,Mañana
2018-0060,1,2018-06-08,2018,Junio,8,12,"LAVALLE Y ALEM, LEANDRO N. AV.",AVENIDA,LAVALLE,Con_cruce,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51,2018-06-08,Tarde
2018-0061,1,2018-06-10,2018,Junio,10,11,ESTADOS UNIDOS Y PICHINCHA,CALLE,ESTADOS UNIDOS,Con_cruce,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,51,2018-06-10,Mañana
2018-0062,1,2018-06-14,2018,Junio,14,1,ROSARIO Y BARCO CENTENERA DEL,CALLE,ROSARIO,Con_cruce,6,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,32,2018-06-14,Madrugada
2018-0063,1,2018-06-16,2018,Junio,16,21,AV. LEANDRO N. ALEM Y VIAMONTE,AVENIDA,"ALEM, LEANDRO N. AV.",Con_cruce,1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,28,2018-06-17,Noche
2018-0064,1,2018-06-25,2018,Junio,25,1,VARELA AV. Y PRIMERA JUNTA,AVENIDA,VARELA AV.,Con_cruce,7,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,30,2018-06-25,Madrugada
2018-0065,1,2018-06-26,2018,Junio,26,17,"PELLEGRINI, CARLOS Y JUNCAL",CALLE,"PELLEGRINI, CARLOS",Con_cruce,1,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2018-06-26,Tarde
2018-0066,1,2018-06-28,2018,Junio,28,11,AV. CORRIENTES Y AV. FEDERICO LACROZE,AVENIDA,CORRIENTES AV.,Con_cruce,15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73,2018-06-28,Mañana
2018-0067,1,2018-06-29,2018,Junio,29,16,"MONTES DE OCA, MANUEL Y FINOCHIETTO ENRIQUE DR.",AVENIDA,"MONTES DE OCA, MANUEL AV.",Con_cruce,4,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,81,2018-07-06,Tarde
2018-0068,1,2018-07-01,2018,Julio,1,9,"CARABOBO AV. Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,CARABOBO AV.,Con_cruce,7,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2018-07-01,Mañana
2018-0069,1,2018-07-04,2018,Julio,4,21,"CÓRDOBA AV. 2215

",AVENIDA,CORDOBA AV.,Sin_cruce,2,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,20,2018-07-04,Noche
2018-0070,1,2018-07-07,2018,Julio,7,15,"ESTADOS UNIDOS Y URQUIZA, GRAL.",CALLE,ESTADOS UNIDOS,Con_cruce,3,-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2018-07-07,Tarde
2018-0071,1,2018-07-10,2018,Julio,10,17,MORENO Y AV. HUERGO,AVENIDA,MORENO,Con_cruce,1,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,42,2018-07-10,Tarde
2018-0072,1,2018-07-11,2018,Julio,11,13,"AU DELLEPIANE KILOMETRO 0.0, ALTURA CALLE MONTIEL, SENTIDO HACIA EL CENTRO PORTEÑO",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Sin_cruce,8,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,2018-07-13,Tarde
2018-0073,1,2018-07-11,2018,Julio,11,15,"IRIARTE, GRAL. AV. 3400",AVENIDA,"IRIARTE, GRAL. AV.",Sin_cruce,4,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,67,2018-07-11,Tarde
2018-0074,1,2018-07-14,2018,Julio,14,6,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Sin_cruce,7,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,25,2018-07-14,Mañana
2018-0075,1,2018-07-15,2018,Julio,15,7,DEL LIBERTADOR AV. Y ORTIZ DE OCAMPO,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,14,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,23,2018-07-15,Mañana
2018-0076,1,2018-07-16,2018,Julio,16,9,"CHAVEZ, JORGE Y PAZ, GRAL. AV.",CALLE,"CHAVEZ, JORGE",Con_cruce,9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,2018-07-16,Mañana
2018-0077,1,2018-07-16,2018,Julio,16,23,"URQUIZA, GRAL. Y ESTADOS UNIDOS",CALLE,"URQUIZA, GRAL.",Con_cruce,3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,58,2018-07-17,Noche
2018-0078,1,2018-07-21,2018,Julio,21,6,PARAGUAY Y SÁNCHEZ DE BUSTAMANTE,CALLE,PARAGUAY,Con_cruce,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27,2018-07-21,Mañana
2018-0079,1,2018-07-23,2018,Julio,23,7,"DE LOS CORRALES AV. Y PAZ, GRAL. AV.",AUTOPISTA,DE LOS CORRALES AV.,Con_cruce,9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,42,2018-07-23,Mañana
2018-0080,1,2018-07-25,2018,Julio,25,22,"ALBERDI, JUAN BAUTISTA AV. Y CARHUE",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con_cruce,9,-58.51232237,-34.65903530,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,26,2018-07-25,Noche
2018-0081,1,2018-07-29,2018,Julio,29,6,CASTAÑARES AV. Y RIVERA INDARTE AV.,AVENIDA,CASTANARES AV.,Con_cruce,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,35,2018-07-29,Mañana
2018-0082,1,2018-08-01,2018,Agosto,1,15,"LARRAZABAL Y GARZON, EUGENIO, GRAL. AV.",AVENIDA,LARRAZABAL,Con_cruce,9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,17,2018-08-01,Tarde
2018-0083,1,2018-08-02,2018,Agosto,2,5,"PAZ, GRAL. AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,42,2018-08-02,Madrugada
2018-0084,1,2018-08-03,2018,Agosto,3,7,AV. ALICIA MOREAU DE JUSTO Y COCHABAMBA,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",Con_cruce,1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,45,2018-08-03,Mañana
2018-0085,2,2018-08-03,2018,Agosto,3,18,"ENTRE RIOS AV. Y GARAY, JUAN DE AV.",AVENIDA,ENTRE RIOS AV.,Con_cruce,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03,Noche
2018-0085,2,2018-08-03,2018,Agosto,3,18,"ENTRE RIOS AV. Y GARAY, JUAN DE AV.",AVENIDA,ENTRE RIOS AV.,Con_cruce,3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2018-08-03,Noche
2018-0086,1,2018-08-10,2018,Agosto,10,21,DIRECTORIO AV. Y GUARDIA NACIONAL,AVENIDA,DIRECTORIO AV.,Con_cruce,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,40,2018-08-10,Noche
2018-0087,1,2018-08-15,2018,Agosto,15,19,PAVON AV. Y COLOMBRES,AVENIDA,PAVON AV.,Con_cruce,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,2018-08-20,Noche
2018-0088,1,2018-08-17,2018,Agosto,17,16,AV. GRAL. PAZ Y AV. DR. RICARDO BALBÍN,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,12,-58.50073810,-34.54979510,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,42,2018-08-17,Tarde
2018-0089,1,2018-08-17,2018,Agosto,17,17,PICHINCHA AV. Y BRASIL,AVENIDA,PICHINCHA AV.,Con_cruce,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,2018-08-17,Tarde
